01.62.10.23.00.00.00;Услуги, связанные с птицеводством;Услуги, связанные с птицеводством;Одна услуга;5114
01.62.10.24.00.00.00;Услуги, связанные с коневодством и разведением прочих животных семейства лошадиных;Услуги, связанные с коневодством и разведением прочих животных семейства лошадиных;Одна услуга;5114
01.62.10.26.00.00.00;Услуги в животноводстве, не включенные в другие группировки, прочие;Услуги в животноводстве, не включенные в другие группировки, прочие;Одна услуга;5114
01.62.10.27.00.00.00;Услуги по координации и управлению воспроизводством стада;Услуги по координации и управлению воспроизводством стада и оказание консалтинговых услуг СХТП по воспроизводству и содержанию КРС;Одна услуга;5114
01.63.10.11.00.00.00;Услуги по обработке земель после сбора урожая;Услуги по обработке земель после сбора урожая;Одна услуга;5114
01.63.10.12.00.00.00;Услуги по подготовке почвы для вторичного проведения сева и посадки сельскохозяйственных культур;Услуги по подготовке почвы для вторичного проведения сева и посадки сельскохозяйственных культур;Одна услуга;5114
01.63.10.21.00.00.00;Услуги по хранению корнеплодов;Услуги по хранению корнеплодов;Одна услуга;5114
01.63.10.22.00.00.00;Услуги по хранению зерновых;Услуги по хранению зерновых;Одна услуга;5114
01.63.10.23.00.00.00;Услуги по хранению фруктов;Услуги по хранению фруктов;Одна услуга;5114
01.63.10.24.00.00.00;Услуги консервирования сельскохозяйственной продукции;Услуги консервирования сельскохозяйственной продукции;Одна услуга;5114
01.63.10.25.00.00.00;Услуги сельскохозяйственные после сбора урожая прочие;Услуги сельскохозяйственные после сбора урожая прочие;Одна услуга;5114
01.64.10.11.00.00.00;Услуги по обработке и подготовке семян для размножения;Услуги по обработке и подготовке семян для размножения;Одна услуга;5114
02.40.10.11.00.00.00;Услуги в области лесоводства;"Услуги по таксации леса (учету леса, его материальной оценке; определению возраста, высоты и диаметра растущих деревьев и т.п.)";Одна услуга;5114
02.40.10.12.00.00.00;Услуги в области лесоводства;Услуги по контролю посадочного материала;Одна услуга;5114
02.40.10.13.00.00.00;Услуги в области лесоводства;Услуги по посадке, подсадке, пересадке саженцев;Одна услуга;5114
02.40.10.17.00.00.00;Услуги в области лесоводства;Услуги, связанные с лесоводством, прочие;Одна услуга;5114
02.40.10.18.00.00.00;Услуги в области лесоводства;Услуги по управлению лесным хозяйством, защите и охране леса;Одна услуга;5114
02.40.10.19.00.00.00;Услуги в области лесоводства;Услуги по борьбе с пожарами и противопожарная защита ;Одна услуга;5114
02.40.10.20.00.00.00;Услуги в области лесоводства;Услугип о борьбе с вредителями;Одна услуга;5114
02.40.10.30.00.00.00;Услуги в области лесоводства;Услуги по защите леса от пожаров с использованием авиации или наземных средств;Одна услуга;5114
02.40.10.31.00.00.00;Услуги в области лесоводства;Услуги по защите леса от вредителей и болезней;Одна услуга;5114
02.40.10.35.00.00.00;Услуги, связанные с лесозаготовками;Услуги по транспортированию бревен в пределах леса в сочетании с трелевочными работами;Одна услуга;5114
02.40.10.36.00.00.00;Услуги, связанные с лесозаготовками;Услуги, связанные с лесозаготовками, прочие;Одна услуга;5114
03.00.71.11.00.00.00;Услуги по обслуживанию рыбоводных бассейнов;Разного рода услуги по обслуживанию рыбоводных бассейнов;Одна услуга;5114
03.00.71.13.00.00.00;Услуги по  разработке биологического  обоснования;;Одна услуга;5114
03.00.72.12.00.00.00;Услуги по разведению мальков осетровых рыб;Проведение комплекса мероприятий по разведению мальков осетровых рыб, включая осётра, стерлядь, севрюгу, белуга, шип;Одна услуга;5114
03.00.72.13.00.00.00;Услуги по разведению мальков бестера;Проведение комплекса мероприятий по разведению мальков бестера;Одна услуга;5114
03.00.72.17.00.00.00;Услуги по  воспроизводству рыбных  ресурсов и других  водных  животных;Услуги по  воспроизводству ценных,  редких  и находящихся под  угрозой исчезновения видов рыб и других  водных  животных;Одна услуга;5114
09.10.11.20.00.00.00;Услуги по геологическому исследованию грунта;Услуги по геологическому исследованию грунта;Одна услуга;5114
09.10.12.19.11.00.00;Экспертиза нефти и нефтепродуктов прочие;Экспертиза качества нефти и нефтепродуктов прочие;Одна услуга;5114
09.10.12.24.00.00.00;Услуги по доразведке месторождений нефти, газового конденсата и горючего природного газа;Услуги по изучению и уточнению геологического строения залежей месторождения, введенного в эксплуатацию, по результатам бурения опережающих эксплуатационных скважин или дополнительных разведочных скважин;Одна услуга;5114
09.10.12.25.00.00.00;Услуги прочие в области добычи нефти и газа;Услуги прочие в области добычи нефти и газа;Одна услуга;5114
09.10.13.10.00.00.00;Услуги по сжижению природного газа;Услуги по сжатию природного газа с последующим охлаждением;Одна услуга;5114
09.10.13.11.00.00.00;Услуги по регазификации природного газа;Услуги по преобразования сжиженного природного газа из жидкого состояния в газообразное;Одна услуга;5114
09.90.19.10.00.00.00;Услуги вспомогательные в области прочей горнодобывающей промышленности и подземной разработки, не включенной в другие гр;;Одна услуга;5114
10.12.99.10.00.00.00;Услуги по промышленной обработке мяса домашней птицы переработанного и консервированного;Услуги по промышленной обработке мяса домашней птицы переработанного и консервированного, включающие термообработку, ощипывание, опаливание, потрошение, промывание, формовку, приготовление полуфабрикатов и конесерв и пр.;Одна услуга;5114
10.12.99.11.00.00.00;Услуги по хранению мяса домашней птицы переработанного и консервированного;Услуги по хранению мяса домашней птицы переработанного и консервированного, в т.ч. маркировке, транспортировке и фасовке;Одна услуга;5114
10.13.91.10.00.00.00;Услуги по обработке тепловой продуктов мясных;Услуги по теплообработке готовых мясных продуктов и полуфабрикатов;Одна услуга;5114
10.13.91.11.00.00.00;Услуги по прочим способам переработки продуктов мясных;Услуги по первичной обработки и переработки мясных продуктов и полуфабрикатов;Одна услуга;5114
10.20.91.10.00.00.00;Услуги по копчению рыбных продуктов;Услуги по копчению путем обработки в дымовоздушной среде (обычное копчение) и обработанной препаратами (бездымное копчение) рыбных продуктов;Одна услуга;5114
10.20.91.11.00.00.00;Услуги по прочим способам сохранения и переработки рыбных продуктов;Услуги по тепловой обработке, солению, вялению, охлаждению, замораживанию, консервации и прочим способам сохранения и переработки рыбных продуктов;Одна услуга;5114
10.31.91.10.00.00.00;Услуги по тепловой обработке картофеля и продуктов из него;Услуги по чистке, консервированию при помощи высоких температур, пастеризации и стерилизации картофеля и продуктов из картофеля;Одна услуга;5114
10.31.91.11.00.00.00;Услуги по прочим способам переработки картофеля и продуктов из него (включая услуги по очистке);Услуги по прочим способам переработки картофеля и продуктов из него (квашение, соление, мочка, маринование, сушка);Одна услуга;5114
10.39.91.10.00.00.00;Услуги по тепловой обработке овощей, грибов и фруктов;Услуги по чистке, тепловой обработке, пастеризации, стерилизации овощей, грибов и фруктов;Одна услуга;5114
10.39.91.11.00.00.00;Услуги по другим способам переработки овощей, грибов и фруктов;Услуги по чистке,  обработке, пастеризации, стерилизации овощей, грибов и фруктов;Одна услуга;5114
13.10.93.10.00.00.00;Услуги по подготовке к прядению шелка;Кардо- и гребнечесание, кручение шелковой нити;Одна услуга;5114
13.10.93.11.00.00.00;Услуги по подготовке к прядению шерсти и тонкого и грубого волоса животных;Промывка, обезжиривание, карбонизация, кардо- и гребнечесание шерсти, тонкого и грубого волоса животных;Одна услуга;5114
13.10.93.12.00.00.00;Услуги по подготовке к прядению хлопка;Кардо- и гребнечесание;Одна услуга;5114
13.10.93.13.00.00.00;Услуги по подготовке к прядению льна;Трепание, кардо- и гребнечесание;Одна услуга;5114
13.10.93.14.00.00.00;Услуги по подготовке к прядению прочих лубяных и других растительных волокон;Трепание, кардо- и гребнечесание;Одна услуга;5114
13.30.11.10.00.00.00;Услуги по отбеливанию текстильных нитей и пряжи из натуральных волокон прочих натуральных волокон;Услуги по отбеливанию текстильных нитей и пряжи из натуральных волокон прочих натуральных волокон;Одна услуга;5114
13.30.11.11.00.00.00;Услуги по отбеливанию текстильных химических нитей и пряжи;Услуги по отбеливанию текстильных химических нитей и пряжи;Одна услуга;5114
13.30.11.12.00.00.00;Услуги по крашению текстильных нитей и пряжи из натуральных волокон;Услуги по крашению текстильных нитей и пряжи из натуральных волокон;Одна услуга;5114
13.30.11.13.00.00.00;Услуги по крашению текстильных химических нитей и пряжи;Услуги по крашению текстильных химических нитей и пряжи;Одна услуга;5114
13.30.11.14.00.00.00;Услуги по набивке текстильных нитей и пряжи из натуральных волокон;Услуги по набивке текстильных нитей и пряжи из натуральных волокон;Одна услуга;5114
13.30.11.15.00.00.00;Услуги по набивке текстильных химических нитей и пряжи;Услуги по набивке текстильных химических нитей и пряжи;Одна услуга;5114
13.30.12.11.00.00.00;Услуги по отбеливанию шелковых тканей;Услуги по отбеливанию шелковых тканей, за исключением услуги по отбеливанию нити и пряжи;Одна услуга;5114
13.30.12.12.00.00.00;Услуги по отбеливанию шерстяных тканей;Услуги по отбеливанию шерстяных тканей, за исключением услуги по отбеливанию нити и пряжи;Одна услуга;5114
13.30.12.13.00.00.00;Услуги по отбеливанию хлопчатобумажных тканей;Услуги по отбеливанию хлопчатобумажных тканей, за исключением услуги по отбеливанию нити и пряжи;Одна услуга;5114
13.30.12.14.00.00.00;Услуги по отбеливанию тканей из льна;Услуги по отбеливанию тканей из льна, за исключением услуги по отбеливанию нити и пряжи;Одна услуга;5114
13.30.12.15.00.00.00;Услуги по отбеливанию тканей из прочих растительных или лубяных волокон;Услуги по отбеливанию тканей из прочих растительных или лубяных волокон, за исключением услуги по отбеливанию нити и пряжи;Одна услуга;5114
13.30.12.16.00.00.00;Услуги по отбеливанию тканей из прочих натуральных волокон;Услуги по отбеливанию тканей из прочих натуральных волокон, за исключением услуги по отбеливанию нити и пряжи;Одна услуга;5114
13.30.12.17.00.00.00;Услуги по отбеливанию тканей из синтетических нитей и пряжи;Услуги по отбеливанию тканей из синтетических нитей и пряжи, за исключением услуги по отбеливанию нити и пряжи;Одна услуга;5114
13.30.12.18.00.00.00;Услуги по отбеливанию тканей из искусственных нитей и пряжи;Услуги по отбеливанию тканей из искусственных нитей и пряжи, за исключением услуги по отбеливанию нити и пряжи;Одна услуга;5114
13.30.12.19.00.00.00;Услуги по отбеливанию тканей из комплексных нитей и синтетических волокон;Услуги по отбеливанию тканей из комплексных нитей и синтетических волокон, за исключением услуги по отбеливанию нити и пряжи;Одна услуга;5114
13.30.12.20.00.00.00;Услуги по отбеливанию тканей из комплексных нитей и искусственных волокон;Услуги по отбеливанию тканей из комплексных нитей и искусственных волокон, за исключением услуги по отбеливанию нити и пряжи;Одна услуга;5114
13.30.12.21.00.00.00;Услуги по отбеливанию ворсовых тканей и тканей из синели;Услуги по отбеливанию ворсовых тканей и тканей из синели, за исключением услуги по отбеливанию нити и пряжи;Одна услуга;5114
13.30.12.22.00.00.00;Услуги по отбеливанию махровых полотенечных и аналогичных махровых тканей;Услуги по отбеливанию махровых полотенечных и аналогичных махровых тканей, за исключением услуги по отбеливанию нити и пряжи;Одна услуга;5114
13.30.12.23.00.00.00;Услуги по отбеливанию трикотажных тканей машинного и ручного вязания;Услуги по отбеливанию трикотажных тканей машинного и ручного вязания, за исключением услуги по отбеливанию нити и пряжи;Одна услуга;5114
13.30.12.24.00.00.00;Услуги по отбеливанию тканей из прочих текстильных нитей и пряжи;Услуги по отбеливанию тканей из прочих текстильных нитей и пряжи, за исключением услуги по отбеливанию нити и пряжи;Одна услуга;5114
13.30.13.11.00.00.00;Услуги по крашению шелковых тканей;Услуги по крашению шелковых тканей, за исключением услуги по крашению нити и пряжи ;Одна услуга;5114
13.30.13.12.00.00.00;Услуги по крашению шерстяных тканей;Услуги по крашению шерстяных тканей, за исключением услуги по крашению нити и пряжи ;Одна услуга;5114
13.30.13.13.00.00.00;Услуги по крашению хлопчатобумажных тканей;Услуги по крашению хлопчатобумажных тканей, за исключением услуги по крашению нити и пряжи ;Одна услуга;5114
13.30.13.14.00.00.00;Услуги по крашению тканей из льна;Услуги по крашению тканей из льна, за исключением услуги по крашению нити и пряжи ;Одна услуга;5114
13.30.13.15.00.00.00;Услуги по крашению тканей из прочих растительных или лубяных волокон;Услуги по крашению тканей из прочих растительных или лубяных волокон, за исключением услуги по крашению нити и пряжи ;Одна услуга;5114
13.30.13.16.00.00.00;Услуги по крашению тканей из прочих натуральных волокон;Услуги по крашению тканей из прочих натуральных волокон, за исключением услуги по крашению нити и пряжи ;Одна услуга;5114
13.30.13.17.00.00.00;Услуги по крашению тканей из синтетических нитей и пряжи;Услуги по крашению тканей из синтетических нитей и пряжи, за исключением услуги по крашению нити и пряжи ;Одна услуга;5114
13.30.13.18.00.00.00;Услуги по крашению тканей из искусственных нитей и пряжи;Услуги по крашению тканей из искусственных нитей и пряжи, за исключением услуги по крашению нити и пряжи ;Одна услуга;5114
13.30.13.19.00.00.00;Услуги по крашению тканей из комплексных нитей и синтетических волокон;Услуги по крашению тканей из комплексных нитей и синтетических волокон, за исключением услуги по крашению нити и пряжи ;Одна услуга;5114
13.30.13.20.00.00.00;Услуги по крашению тканей из комплексных нитей и искусственных волокон;Услуги по крашению тканей из комплексных нитей и искусственных волокон, за исключением услуги по крашению нити и пряжи ;Одна услуга;5114
13.30.13.21.00.00.00;Услуги по крашению ворсовых тканей и тканей из синели;Услуги по крашению ворсовых тканей и тканей из синели, за исключением услуги по крашению нити и пряжи ;Одна услуга;5114
13.30.13.22.00.00.00;Услуги по крашению махровых полотенечных и аналогичных махровых тканей;Услуги по крашению махровых полотенечных и аналогичных махровых тканей, за исключением услуги по крашению нити и пряжи ;Одна услуга;5114
13.30.13.23.00.00.00;Услуги по крашению трикотажных тканей машинного и ручного вязания;Услуги по крашению трикотажных тканей машинного и ручного вязания, за исключением услуги по крашению нити и пряжи ;Одна услуга;5114
13.30.13.24.00.00.00;Услуги по крашению тканей из прочих текстильных нитей и пряжи;Услуги по крашению тканей из прочих текстильных нитей и пряжи, за исключением услуги по крашению нити и пряжи ;Одна услуга;5114
13.30.14.11.00.00.00;Услуги по набивке шелковых тканей;Услуги по набивке шелковых тканей, за исключением услуги по набивке нити и пряжи ;Одна услуга;5114
13.30.14.12.00.00.00;Услуги по набивке шерстяных тканей;Услуги по набивке шерстяных тканей, за исключением услуги по набивке нити и пряжи ;Одна услуга;5114
13.30.14.13.00.00.00;Услуги по набивке хлопчатобумажных тканей;Услуги по набивке хлопчатобумажных тканей, за исключением услуги по набивке нити и пряжи ;Одна услуга;5114
13.30.14.14.00.00.00;Услуги по набивке тканей из льна;Услуги по набивке тканей из льна, за исключением услуги по набивке нити и пряжи ;Одна услуга;5114
13.30.14.15.00.00.00;Услуги по набивке тканей из прочих растительных или лубяных волокон;Услуги по набивке тканей из прочих растительных или лубяных волокон, за исключением услуги по набивке нити и пряжи ;Одна услуга;5114
13.30.14.16.00.00.00;Услуги по набивке тканей из прочих натуральных волокон;Услуги по набивке тканей из прочих натуральных волокон, за исключением услуги по набивке нити и пряжи ;Одна услуга;5114
13.30.14.17.00.00.00;Услуги по набивке тканей из синтетических нитей и пряжи;Услуги по набивке тканей из синтетических нитей и пряжи, за исключением услуги по набивке нити и пряжи ;Одна услуга;5114
13.30.14.18.00.00.00;Услуги по набивке тканей из искусственных нитей и пряжи;Услуги по набивке тканей из искусственных нитей и пряжи, за исключением услуги по набивке нити и пряжи ;Одна услуга;5114
13.30.14.19.00.00.00;Услуги по набивке тканей из комплексных нитей и синтетических волокон;Услуги по набивке тканей из комплексных нитей и синтетических волокон, за исключением услуги по набивке нити и пряжи ;Одна услуга;5114
13.30.14.20.00.00.00;Услуги по набивке тканей из комплексных нитей и искусственных волокон;Услуги по набивке тканей из комплексных нитей и искусственных волокон, за исключением услуги по набивке нити и пряжи ;Одна услуга;5114
13.30.14.21.00.00.00;Услуги по набивке ворсовых тканей и тканей из синели;Услуги по набивке ворсовых тканей и тканей из синели, за исключением услуги по набивке нити и пряжи;Одна услуга;5114
13.30.14.22.00.00.00;Услуги по набивке махровых полотенечных и аналогичных махровых тканей;Услуги по набивке махровых полотенечных и аналогичных махровых тканей, за исключением услуги по набивке нити и пряжи ;Одна услуга;5114
13.30.14.23.00.00.00;Услуги по набивке трикотажных тканей машинного и ручного вязания;Услуги по набивке трикотажных тканей машинного и ручного вязания, за исключением услуги по набивке нити и пряжи ;Одна услуга;5114
13.30.14.24.00.00.00;Услуги по набивке тканей из прочих текстильных нитей и пряжи;Услуги по набивке тканей из прочих текстильных нитей и пряжи, за исключением услуги по набивке нити и пряжи ;Одна услуга;5114
13.30.19.10.00.00.00;Услуги по аппретированию тканей;Услуги по аппретированию тканей, за исключением услуги по отделке нити и пряжи ;Одна услуга;5114
13.30.19.11.00.00.00;Услуги по декатировке тканей;Услуги по декатировке тканей, за исключением услуги по отделке нити и пряжи ;Одна услуга;5114
13.30.19.12.00.00.00;Услуги по мерсеризации тканей;Услуги по мерсеризации тканей, за исключением услуги по отделке нити и пряжи ;Одна услуга;5114
13.30.19.13.00.00.00;Услуги по каландрированию тканей;Услуги по каландрированию тканей, за исключением услуги по отделке нити и пряжи ;Одна услуга;5114
13.30.19.14.00.00.00;Услуги по ворсованию тканей;Услуги по ворсованию тканей, за исключением услуги по отделке нити и пряжи ;Одна услуга;5114
13.30.19.15.00.00.00;Услуги по отделке тканей типа «гофре» и «лаке»;Услуги по отделке тканей типа «гофре» и «лаке», за исключением услуги по отделке нити и пряжи ;Одна услуга;5114
13.30.19.16.00.00.00;Услуги по приданию тканям антистатических свойств;Услуги по приданию тканям антистатических свойств, за исключением услуги по отделке нити и пряжи ;Одна услуга;5114
13.30.19.17.00.00.00;Услуги по приданию тканям огнезащитных свойств;Услуги по приданию тканям огнезащитных свойств, за исключением услуги по отделке нити и пряжи ;Одна услуга;5114
16.10.91.10.00.00.00;Услуги по пропитке и протравливанию древесины консервантами и другими веществами;Услуги по пропитке и протравливанию древесины консервантами и другими веществами;Одна услуга;5114
16.10.91.11.00.00.00;Услуги по предохранению древесины;Услуги по предохранению древесины;Одна услуга;5114
16.10.91.11.10.00.00;Услуги по огнезащитному предохранению древесины;Услуги по предохранению древесины путем обработки огнезащитным составом;Одна услуга;5114
16.10.91.12.00.00.00;Услуги по сушке древесины;Услуги по сушке древесины;Одна услуга;5114
16.21.99.10.00.00.00;Услуги по лакированию плит и панелей;Услуги по лакированию плит и панелей;Одна услуга;5114
16.21.99.11.00.00.00;Услуги по золочению плит и панелей;Услуги по золочению плит и панелей;Одна услуга;5114
16.21.99.12.00.00.00;Услуги по окрашиванию плит и панелей;Услуги по окрашиванию плит и панелей;Одна услуга;5114
18.11.10.10.00.00.00;Услуги по печатанию газет, выходящих не реже четырех раз в неделю;Услуги по печатанию газет, периодичностью не менее четырех раз в неделю;Одна услуга;5114
18.11.10.11.00.00.00;Услуги по печатанию газет, выходящих реже четырех раз в неделю;Услуги по печатанию газет периодичностью менее четырех раз в неделю.;Одна услуга;5114
18.12.11.10.00.00.00;Услуги по печатанию;Услуги по печатанию марок почтовых;Одна услуга;5114
18.12.11.11.00.00.00;Услуги по печатанию;Услуги по печатанию налоговых форм;Одна услуга;5114
18.12.11.12.00.00.00;Услуги по печатанию;Услуги по печатанию титульных документов;Одна услуга;5114
18.12.11.13.00.00.00;Услуги по печатанию;Услуги по печатанию смарт-карт;Одна услуга;5114
18.12.11.14.00.00.00;Услуги по печатанию;Услуги по печатанию чеков и ценных бумаг прочих;Одна услуга;5114
18.12.11.15.00.00.00;Услуги по печатанию;Услуги по печатанию марок почтовых, налоговых форм, титульных документов, смарт-карт, чеков и ценных бумаг прочих;Одна услуга;5114
18.12.12.10.00.00.00;Услуги по печатанию;Услуги по печатанию рекламных каталогов, проспектов, постеров и продукции рекламной прочей ;Одна услуга;5114
18.12.12.11.00.00.00;Услуги по печатанию;Услуги по печатанию календарей  и прочей офисной печатной продукции, в том числе имиджевой;Одна услуга;5114
18.12.12.12.00.00.00;Услуги по печатанию;Услуги по печатанию персональных канцелярских бланков ;Одна услуга;5114
18.12.12.13.00.00.00;Услуги по печатанию;Услуги по печатанию проспектов выпуска ценных бумаг ;Одна услуга;5114
18.12.13.10.00.00.00;Услуги по печатанию журналов и изданий периодических, выходящих по крайней мере четыре раза в неделю;Услуги по печатанию журналов и изданий периодических, выходящих по крайней мере четыре раза в неделю;Одна услуга;5114
18.12.13.11.00.00.00;Услуги по печатанию журналов и изданий периодических;Услуги по печатанию журналов и изданий периодических, выходящих менее 1 раза в месяц;Одна услуга;5114
18.12.14.10.00.00.00;Услуги по печатанию;Услуги по печатанию книг;Одна услуга;5114
18.12.14.11.00.00.00;Услуги по печатанию;Услуги по печатанию брошюр, журналов документации и аналогичной продукции;Одна услуга;5114
18.12.14.12.00.00.00;Услуги по печатанию;Услуги по печатанию атласов, картгидрографических и любых других;Одна услуга;5114
18.12.14.13.00.00.00;Услуги по печатанию;Услуги по печатанию, репродукций, гравюр и фотографий, открыток почтовых;Одна услуга;5114
18.12.14.14.00.00.00;Услуги по печатанию;Услуги по печатанию фотографий;Одна услуга;5114
18.12.14.15.00.00.00;Услуги по печатанию;Услуги по печатанию открыток почтовых;Одна услуга;5114
18.12.15.10.00.00.00;Услуги по печатанию этикеток и ярлыков;Услуги по печатанию этикеток и ярлыков;Одна услуга;5114
18.12.16.10.00.00.00;Услуги по печатанию на пластмассе;Услуги по печатанию на пластмассе;Одна услуга;5114
18.12.16.11.00.00.00;Услуги по печатанию на стекле и керамике;Услуги по печатанию на стекле и керамике;Одна услуга;5114
18.12.16.12.00.00.00;Услуги по печатанию на металле;Услуги по печатанию на металлических поверхностях;Одна услуга;5114
18.12.16.13.00.00.00;Услуги по печатанию на дереве;Услуги по печатанию на дереве;Одна услуга;5114
18.12.16.14.00.00.00;Услуги по печатанию на керамике;Услуги по печатанию на керамике;Одна услуга;5114
18.12.16.15.00.00.00;Услуги по печатанию непосредственно на прочих материалах, не являющихся бумагой;Услуги по печатанию непосредственно на прочих материалах, не являющихся бумагой;Одна услуга;5114
18.12.19.09.00.00.00;Услуги по ламинированию;Услуги по ламинированию;Одна услуга;5114
18.12.19.10.00.00.00;Услуги по копированию;Услуги по копированию;Одна услуга;5114
