02.40.10.34.00.00.00;Работы связанные с лесозаготовками;Работы по окорке - удалению коры с хлыстов и сортиментов, а также кронирование;Работа
02.40.10.37.00.00.00;Работы по озеленению;Работы по озеленению и сопутствующие к ним (снос и подготовка к посадке зеленых насаждений, посадка, пересадка зеленых насаждений) ;Работа
02.40.10.38.00.00.00;Работы по озеленению;Агротехнические работы по содержанию зеленых насаждений и проведение работ по химической обработке больных древесной и кустарниковой растительности и ликвидации очагов зараженных вредителями участков зеленого фонда, восстановление зеленых насаждений;Работа
03.00.71.12.00.00.00;Работы по вылову рыбы и водных биоресурсов;Механизированный и немеханизированный вылов рыбы и водных биоресурсов в реках, озерах, водохранилищах и прудах сельскохозяйственными товаропроизводителями;Работа
03.00.72.11.00.00.00;Работы по оборудованию установки замкнутого водоснабжения с биоматериалами;Разного рода работы по оборудованию установки замкнутого водоснабжения с биоматериалами;Работа
03.00.72.14.00.00.00;Строительно-монтажные работы объектов рыбоводства;Разного рода строительно-монтажные работы на объектах рыбоводства;Работа
03.00.72.15.00.00.00;Работы по воспроизводству рыбы и водных биоресурсов;Проведение комплекса мероприятий по воспроизводству рыбы и водных биоресурсов сельскохозяйственными товаропроизводителями;Работа
03.00.72.16.00.00.00;Работы по воспроизводству рыбы и водных биоресурсов;Проведение комплекса мероприятий по воспроизводству рыбы и водных биоресурсов несельскохозяйственными товаропроизводителями;Работа
03.00.72.18.00.00.00;Мелиоративные  (дноуглубительные) работы;работы направленные  на сохранение и увеличение рыбопродуктивности  водоемов, улучшение условий обитания и размножения рыбных  ресурсов и других  водных  животных;Работа
09.10.11.11.00.00.00;Работы по эксплуатационному бурению горизонтальных скважин;;Работа
09.10.11.12.00.00.00;Работы по эксплуатационному бурению вертикальных скважин;;Работа
09.10.11.13.00.00.00;Работы по пробному бурению;Работы  по пробному бурению;Работа
09.10.11.14.00.00.00;Работы по повторному бурению;Работы  по бурению по уже готовому стволу скважины;Работа
09.10.11.15.00.00.00;Работы  по ударному бурению;Работы  по механическому бурению, при котором разрушающее усилие создаётся воздействием ударов породоразрушающего инструмента;Работа
09.10.11.16.00.00.00;Работы  по построению оснований скважин;Работы  по построению оснований скважин;Работа
09.10.11.17.00.00.00;Работы  по извлечению пород;Работы  по извлечению пород;Работа
09.10.11.18.00.00.00;Работы  по выкачиванию воды из скважин;Работы  по выкачиванию воды из скважин и их свабирование, дренаж и откачивание воды;Работа
09.10.11.19.00.00.00;Работы  по удалению вскрыш;Работы  по удалению вскрыш;Работа
09.10.11.21.00.00.00;Работы  по подготовке закрытия шахты;Работы  по подготовке закрытия выработанной шахты;Работа
09.10.11.22.00.00.00;Работы  по бурению скважин на нефть;Комплекс услуг по бурению скважин на нефть;Работа
09.10.11.23.00.00.00;Работы  по бурению скважин на природный газ;Комплекс услуг по бурению скважин на природный газ;Работа
09.10.11.24.00.00.00;Работы  прочие по бурению скважин на нефть и газ природный;Работы  прочие по бурению скважин с целью поисков, разведки либо разработки нефти и газ природного ;Работа
09.10.12.11.00.00.00;Работы  по установке буровых вышек;Работы  по установке буровых вышек ;Работа
09.10.12.12.00.00.00;Работы  по надземному ремонту и демонтажу бурового оборудования;Работы  по проведению малых (текущих) ремонтов наземного оборудования и демонтажа бурового оборудования;Работа
09.10.12.13.00.00.00;Работы  по надземному ремонту и демонтажу бурового оборудования;Работы  по проведению средних ремонтов наземного оборудования и демонтажа бурового оборудования;Работа
09.10.12.14.00.00.00;Работы  по надземному ремонту и демонтажу бурового оборудования;Работы  по проведению капитальных ремонтов наземного оборудования и демонтажа бурового оборудования;Работа
09.10.12.15.00.00.00;Работы  по подземному ремонту скважин;Работы  по проведению текущих ремонтов скважин;Работа
09.10.12.16.00.00.00;Работы  по подземному ремонту скважин;Работы  по проведению капитальных ремонтов скважин;Работа
09.10.12.17.00.00.00;Работы  по консервации  скважин;"Работы  по организации технических мероприятий по: обеспечению устойчивости горных выработок или их искусственному обрушению, в целях предотвращения образования провалов и недопустимых деформаций земной поверхности; сохранности месторождения";Работа
09.10.12.18.00.00.00;Работы  по ликвидации  скважин;"Работы  по организации технических мероприятий по: обеспечению устойчивости горных выработок или их искусственному обрушению, в целях предотвращения образования провалов и недопустимых деформаций земной поверхности; сохранности месторождения";Работа
09.10.12.19.00.00.00;Работы по очистке нефти от примесей;Работы  по очистке нефти от воды, твердых частиц и разрушения нефтяных эмульсий;Работа
09.10.12.19.10.00.00;Работы по переработке нефти прочие;Комплекс работ  по переработке нефти ;Работа
09.10.12.20.00.00.00;Работы  по глушению скважин с высоким давлением;Работы  по предотвращению выбросов и прекращению фонтанирования пластового флюида из скважины путём закачки в неё специальной жидкости;Работа
09.10.12.21.00.00.00;Работы  по откачке и промывке скважин;Работы  по откачке, продувке и промывке скважинс целью освождения от шпама;Работа
09.10.12.22.00.00.00;Работы  по цементированию скважин обсадной трубы;Работы  по приготовлению тампонажного раствора, закачку его в скважину, подачу тампонажного раствора в затрубное пространство, контроля затвердения закачанного материала и проверки качества цементировочных работ;Работа
09.10.12.23.00.00.00;Работы  специальные по тушению пожаров;Работы  по тушению пожаров газовых, нефтяных, газонефтяных и нефтепродуктов, в т.ч. газовых и нефтянных фонтанов;Работа
09.10.12.26.00.00.00;Работы прочие в области добычи нефти и газа;Работы прочие в области добычи нефти и газа;Работа
09.10.12.27.00.00.00;Работы по техническому освидетельствованию буровых установок;Работы по техническому освидетельствованию буровых установок;Работа
09.10.12.28.00.00.00;Работы по продлению срока безопасной эксплуатации скважин подземных хранилищ газа;Комплекс работ по продлению срока безопасной эксплуатации скважин подземных хранилищ газа ;Работа
09.10.12.29.00.00.00;Работы по проведению мероприятий по противофонтанной безопасности;Комплекс работ по проведению мероприятий по противофонтанной безопасности при эксплуатации подземных хранилищ газа;Работа
09.10.12.30.00.00.00;Сейсморазведочные работы;Сейсморазведочные работы на подземном хранилище газа ;Работа
09.90.11.10.00.00.00;Работы  по обогащению каменного угля;Работы  по подготовке каменного угля к обогащению (Работы  по дроблению, классификации, грохочению, измельчению) и обогащению каменного угля различными способами;Работа
09.90.11.11.00.00.00;Работы  по агломерации каменного угля;Агломерация каменного угля и производство брикетов и других видов твердого топлива, состоящих преимущественно из каменного угля;Работа
16.10.99.10.00.00.00;Работы  по распилу лесоматериалов;Работы  по распилу лесоматериалов;Работа
16.10.99.11.00.00.00;Работы по строганию лесоматериалов;Работы по строганию лесоматериалов;Работа
16.10.99.13.00.00.00;Работы по очистке лесоматериалов;Работы по очистке лесоматериалов;Работа
16.10.99.19.00.00.00;Работы субподрядные в области производства лесоматериалов, не включенные в перечисленные группировки;Работы субподрядные в области производства лесоматериалов, не включенные в перечисленные группировки;Работа
18.12.19.12.00.00.00;Работы полиграфические прочие;Работы по изготовлению и печатанию визитных карточек;Работа
18.12.19.14.00.00.00;Работы полиграфические прочие;Работы по изготовлению и печатанию бейджей;Работа
18.12.19.16.00.00.00;Работы полиграфические прочие;Работы по изготовлению и печатанию служебных удостоверений;Работа
18.12.19.18.00.00.00;Работы полиграфические прочие;Работы по изготовлению и печатанию наглядной агитации ;Работа
18.12.19.20.00.00.00;Работы полиграфические прочие;Работы по изготовлению и печатанию информационных материалов по охране труда;Работа
18.12.19.22.00.00.00;Работы полиграфические прочие;Работы по изготовлению и печатанию свидетельств (сертификатов) ;Работа
18.12.19.25.00.00.00;Работы по изготовлению бланков ЗАГС;Работы по изготовлению бланков ЗАГС;Работа
18.12.19.26.00.00.00;Работы по изготовлению бланочной продукции;Работы по изготовлению бланочной продукции;Работа
18.12.19.27.00.00.00;Работы по изготовлению архивных коробок;Работы по изготовлению архивных коробок;Работа
18.12.19.28.00.00.00;Работы по изготовлению папок;Работы по изготовлению папок;Работа
18.12.19.29.00.00.00;Работы по изготовлению грамот и благодарностей;Работы по изготовлению грамот и благодарностей;Работа
18.12.19.35.00.00.00;Работы полиграфические;Работы по изготовлению и печатанию полиграфической продукции;Работа
18.13.30.13.00.00.00;Работы по изготовлению печатных форм;Работы по изготовлению печатных форм, включая разработку изображений;Работа
18.13.30.15.00.00.00;Работы, связанные с полиграфией  прочие;Работы по, изготовлению, разработке, подготовке набора, печатанию  рекламных каталогов, проспектов, постеров и продукции рекламной прочей ;Работа
18.13.30.17.00.00.00;Работы, связанные с полиграфией  прочие;Работы по изготовлению, подготовке набора, печатанию  календарей  и прочей офисной печатной продукции, в том числе имиджевой;Работа
18.13.30.18.00.00.00;Работы по изготовлению трафарета;Работы по изготовлению трафарета;Работа
18.13.30.19.00.00.00;Работы по изготовлению водительских удостоверений;Работы по изготовлению водительских удостоверений;Работа
18.13.30.20.00.00.00;Работы по изготовлению свидетельств о регистрации транспортных средств;Изготовление свидетельств о регистрации транспортных средств;Работа
18.13.30.21.00.00.00;Работы по изготовлению визовых наклеек (стикеров);Изготовление визовых наклеек (стикеров) для паспортов;Работа
18.13.30.22.00.00.00;Работы по изготовлению бланков паспортов;Изготовление бланков служебных и/или дипломатических паспортов Республики Казахстан и защитных пленок к ним;Работа
24.46.99.00.01.10.00;Работы по добыче урана способом подземного выщелачивания;Комплекс работ по добыче урана способом подземного выщелачивания ;Работа
24.46.99.00.10.00.10;Переработка ураносодержащего сырья;Переработка ураносодержащего сырья;Работа
24.46.99.00.10.10.10;Переработка ураносодержащих материалов;Переработка ураносодержащих материалов;Работа
25.50.11.11.00.00.00;Работы по ковке металлов;Ковка металлов;Работа
25.50.11.13.00.00.00;Работы по листовой штамповке металлов;Листовая штамповка металлов;Работа
25.50.11.15.00.00.00;Работы по прессованию листового металла;Прессование металлов;Работа
25.61.11.11.00.00.00;Работы по нанесению покрытий металлических;Нанесение покрытий металлических ;Работа
25.61.12.11.00.00.00;Работы по нанесению покрытий неметаллических;Нанесение пластмассовых покрытий, эмалирование, лакирование;Работа
25.61.21.10.00.00.00;Работы по обработке термической металла;Обработка термическая металла, кроме нанесения покрытий металлических и покрытий из пластмасс;Работа
25.61.22.10.00.00.00;Работы по обработке поверхностной металлов;Обработка поверхности металлов (удаление заусенцев, очистка, обработка деталей и др.);Работа
25.61.22.11.00.00.00;Работы по обработке поверхностной металлов;Обработка поверхности металлов (окрашивание, гравирование);Работа
25.61.22.12.00.00.00;Работы по обработке поверхностной металлов прочие;Шлифовка металла;Работа
25.62.10.10.00.00.00;Работы по токарной обработке металлоизделий;Токарная обработка металлоизделий;Работа
25.62.20.10.00.00.00;Работы по механической обработке прочие;Прочая механическая обработка, не включенная в другие группировки (сверление, выравнивание, полировка, проделывание отверстий, нарезка, заточка, сварка и др.);Работа
25.99.99.10.00.00.00;Работы по изготовлению государственных регистрационных номерных знаков;Изготовление государственных регистрационных номерных знаков на автотранспорт;Работа
25.99.99.11.00.00.00;Работы по изготовлению транзитных номерных знаков;Изготовление транзитных номерных знаков;Работа
29.20.40.10.00.00.00;Работы по техническому переоснащению (дооснащению) оборудования и кузовов автомобилей;Работы по техническому переоснащению (дооснащению) оборудования и кузовов автомобилей;Работа
29.20.40.11.00.00.00;Работы по  установке (сборке) оборудования автомобилей;Работы по  установке (сборке) оборудования автомобилей;Работа
29.20.40.12.00.00.00;Работы по  установке (сборке) ходовой части автомобилей;Работы по  установке (сборке) ходовой части  автомобилей;Работа
29.20.40.13.00.00.00;Работы по  установке (сборке) кузовов автомобилей;Работы по  установке (сборке) кузовов автомобилей;Работа
29.20.50.11.00.00.00;Работы по установке прицепов;Работы по установке прицепов;Работа
29.32.91.10.00.00.00;Работы по установке готовых компонентов (частей) для автомобилей;Установка сигнализации;Работа
29.32.92.11.00.00.00;Работы по установке (сборке) частей и принадлежностей автомобилей, не включенных в другие группировки;Работы по установке (сборке) частей и принадлежностей автомобилей, не включенных в другие группировки;Работа
30.11.91.10.00.00.00;Работы по модернизации и реконструкции судов;Работы по модернизации и реконструкции судов;Работа
30.11.91.12.00.00.00;Работы по модернизации и реконструкции платформ;Работы по модернизации и реконструкции платформ (плавучих, расположенных на воде);Работа
30.11.91.14.00.00.00;Работы по модернизации и реконструкции конструкций плавучих;Работы по модернизации и реконструкции конструкций плавучих ;Работа
30.11.91.14.10.00.00;Работы по модернизации и реконструкции конструкций плавучих;Работы по модернизации и реконструкции плавучих доков;Работа
30.11.91.14.11.00.00;Работы по модернизации и реконструкции конструкций плавучих;Работы по модернизации и реконструкции понтонов;Работа
30.11.91.14.12.00.00;Работы по модернизации и реконструкции конструкций плавучих;Работы по модернизации и реконструкции кессон для подводных работ;Работа
30.11.91.14.13.00.00;Работы по модернизации и реконструкции конструкций плавучих;Работы по модернизации и реконструкции пристаней;Работа
30.11.91.14.14.00.00;Работы по модернизации и реконструкции конструкций плавучих;Работы по модернизации и реконструкции бакенов;Работа
30.11.91.14.15.00.00;Работы по модернизации и реконструкции конструкций плавучих;Работы по модернизации и реконструкции плавучих резервуаров;Работа
30.11.91.14.16.00.00;Работы по модернизации и реконструкции конструкций плавучих;Работы по модернизации и реконструкции барж;Работа
30.11.91.14.17.00.00;Работы по модернизации и реконструкции конструкций плавучих;Работы по модернизации и реконструкции маяков;Работа
30.11.91.14.18.00.00;Работы по модернизации и реконструкции конструкций плавучих;Работы по модернизации и реконструкции плавучих кранов;Работа
30.11.92.10.00.00.00;Работы по установке оборудования  на судах;Работы по установке оборудования  на судах;Работа
30.11.92.11.00.00.00;Работы по установке оборудования  на платформах;Работы по установке оборудования  на платформах;Работа
30.11.92.12.00.00.00;Работы по установке оборудования  на конструкциях плавучих;Работы по установке оборудования  на конструкциях плавучих ;Работа
30.20.91.10.00.00.00;Работы по установке оборудования железнодорожных локомотивов;Работы по установке оборудования железнодорожных локомотивов;Работа
30.20.91.11.00.00.00;Работы по переделке железнодорожных локомотивов;Работы по переделке железнодорожных локомотивов;Работа
30.20.91.11.10.00.00;Работы по модернизации тягового подвижного состава;Работы по модернизации тягового подвижного состава;Работа
30.20.91.12.00.00.00;Работы по отделке железнодорожных локомотивов;Работы по отделке железнодорожных локомотивов ( покраска, обновление предупреждающих надписей и пр.);Работа
30.20.91.13.00.00.00;Работы по переделке  трамвайных моторных вагонов;Работы по переделке  трамвайных моторных вагонов ;Работа
30.20.91.14.00.00.00;Работы по установке оборудования трамвайных моторных вагонов;Работы по установке оборудования трамвайных моторных вагонов ;Работа
30.20.91.15.00.00.00;Работы по отделке  трамвайных моторных вагонов;Работы по отделке  трамвайных моторных вагонов ;Работа
30.20.91.16.00.00.00;Работы по переделке железнодорожного подвижного состава;Работы по переделке железнодорожного подвижного состава;Работа
30.20.91.17.00.00.00;Работы по установке оборудования железнодорожного подвижного состава;Работы по установке оборудования железнодорожного подвижного состава;Работа
30.20.91.18.00.00.00;Работы по отделке железнодорожного подвижного состава;Работы по отделке железнодорожного подвижного состава ;Работа
30.20.91.21.00.00.00;Работы по модернизации дефектоскопного оборудования;Работы по модернизации дефектоскопного оборудования;Работа
30.30.60.10.00.00.00;Работы по текущему ремонту летательных аппаратов;Ремонт шасси;Работа
30.30.60.11.00.00.00;Работы по текущему ремонту летательных аппаратов;Ремонт винтов;Работа
30.30.60.12.00.00.00;Работы по текущему ремонту летательных аппаратов;Ремонт вспомогательных силовых установок;Работа
30.30.60.13.00.00.00;Работы по текущему ремонту летательных аппаратов;Трудоемкое текущее обслуживание воздушного судна (C-check, замена шасси, замена двигателя, фюзеляжные работы и др.);Работа
30.30.60.14.00.00.00;Работы по текущему ремонту летательных аппаратов;Прочий ремонт, не включенный в другие группировки ;Работа
30.30.60.15.00.00.00;Работы по капитальному ремонту летательных аппаратов;Ремонт шасси;Работа
30.30.60.16.00.00.00;Работы по капитальному ремонту летательных аппаратов;Ремонт винтов;Работа
30.30.60.17.00.00.00;Работы по капитальному ремонту летательных аппаратов;Ремонт вспомогательных силовых установок;Работа
30.30.60.18.00.00.00;Работы по капитальному ремонту летательных аппаратов;Прочий ремонт, не включенный в другие группировки ;Работа
30.30.60.19.00.00.00;Работы по текущему ремонту двигателей летательных аппаратов;Работы по текущему ремонту двигателей летательных аппаратов ;Работа
30.30.60.20.00.00.00;Работы по капитальному ремонту двигателей летательных аппаратов;Работы по капитальному ремонту двигателей летательных аппаратов ;Работа
30.30.60.21.00.00.00;Работы по реконструкции летательных аппаратов;Обновление интерьера;Работа
30.30.60.22.00.00.00;Работы по реконструкции летательных аппаратов;Модернизация воздушного судна;Работа
30.30.60.23.00.00.00;Работы по реконструкции летательных аппаратов;Прочие виды работ по реконструкции, не включенные в другие группирвоки ;Работа
30.30.60.24.00.00.00;Работы по реконструкции двигателей летательных аппаратов;Работы по реконструкции двигателей летательных аппаратов ;Работа
30.30.60.25.00.00.00;Работы по капитальному ремонту летательных аппаратов;Работы по капитальному ремонту вертолета;Работа
30.30.60.26.00.00.00;Работы по капитальному ремонту оборудования летательных аппаратов;Работы по капитальному ремонту авиагоризонта;Работа
30.30.60.26.10.00.00;Работы по капитальному ремонту оборудования летательных аппаратов;Работы по капитальному ремонту втулки несущего винта  вертолета;Работа
30.30.60.26.11.00.00;Работы по капитальному ремонту оборудования летательных аппаратов;Работы по капитальному ремонту автомата перекоса  вертолета;Работа
30.30.60.26.12.00.00;Работы по капитальному ремонту оборудования летательных аппаратов;Работы по капитальному ремонту вентилятора охлаждения  вертолета;Работа
30.30.60.26.13.00.00;Работы по капитальному ремонту оборудования летательных аппаратов;Работы по капитальному ремонту карданного вала привода вентилятора  вертолета;Работа
30.30.60.26.14.00.00;Работы по капитальному ремонту оборудования летательных аппаратов;Работы по капитальному ремонту гидроусилителя вертолета;Работа
30.30.60.27.00.00.00;Работы по техническому обслуживанию  двигателей летательных аппаратов;Работы по продлению межремонтного ресурса двигателя ;Работа
30.30.60.27.10.00.00;Работы по техническому обслуживанию  двигателей летательных аппаратов;Работы по техническому обслуживанию  двигателей летательных аппаратов;Работа
30.30.60.28.00.00.00;Работы по техническому обслуживанию  летательных аппаратов;Работы по продлению межремонтного ресурса редуктора;Работа
30.30.60.29.00.00.00;Работы по выполнению бюллетня М21РВ-БУ-Г;Работы по выполнению бюллетня М21РВ-БУ-Г;Работа
30.30.60.30.00.00.00;Работы по техническому осмотру летательных аппаратов;Работы по анализу технического состояния самолета;Работа
31.09.92.10.00.00.00;Работы по изготовлению мебели;Работы по изготовлению мебели по индивидуальным заказам для оснащения подвижного состава;Работа
31.09.92.11.00.00.00;Работы по изготовлению мебели;Работы по изготовлению мебели;Работа
32.11.99.10.00.00.00;Работы по изготовлению знака;"«Алтын белгі», окружность диаметром 30 мм, изготавливается из специального сплава меди и цинка - Л 80; на лицевой стороне знака - изображение раскрытой книги";Работа
32.11.99.11.00.00.00;Работы по изготовлению нагрудного знака;Работы по изготовлению нагрудного знака;Работа
33.11.11.10.10.00.00;Текущее обслуживание металлоконструкций;Устранение трещин посредством аргонодуговой сварки;Работа
33.11.11.10.11.00.00;Текущее обслуживание металлоконструкций;Устранение трещин посредством электродуговой сварки;Работа
33.11.11.10.12.00.00;Текущее обслуживание металлоконструкций;Обследование и замена элементов конструкций зданий и сооружений  со сроком эксплуатации более 15 лет;Работа
33.11.11.11.10.00.00;Текущий ремонт металлоконструкций;Пприварка к ослабленным конструкциям усиливающих элементов;Работа
33.11.11.11.11.00.00;Текущий ремонт металлоконструкций;Правка деформированных элементов металлоконструкций;Работа
33.11.11.11.12.00.00;Текущий ремонт металлоконструкций;Защита от коррозии путем нанесения порошкового покрытия;Работа
33.11.11.11.13.00.00;Текущий ремонт металлоконструкций;Защита от коррозии путем цинкования;Работа
